Number,Ticker,sector,city,industry,profitMargins,priceToBook,bookValue,shortRatio,revenuePerShare,operatingMargins,forwardEps,heldPercentInstitutions,heldPercentInsiders,marketCap,profitMargins,volume,totalDebt,totalCash,beta,totalCashPerShare,enterpriseValue,floatShares,volume,numberOfAnalystOpinions,COVID BEHAVIOUR,COVID DEPENDANCY,CLASS,15/3/2020 0:00,10/4/2020 0:00,10/5/2020 0:00,10/9/2020 0:00,1/1/2021 0:00,20/2/2021 0:00,15/5/2021 0:00,10/9/2021 0:00
322,QRVO,Technology,Greensboro,Semiconductors,0.21260001,4.0318503,41.13,2.72,38.258,0.26385,12.35,0.87411004,0.00475,18670303232,0.21260001,638063,1746785024,1200244992,1.354803,10.799,21147734016,110483568,638063,26,IIIID,7,1,83.31799927,83.64749908,112.85,120.3099995,168.0275002,174.8880005,182.6400024,179.9249992
323,RCL,Consumer Cyclical,Miami,Travel Services,0,2.43451,36.036,2.75,0.979,-16.72208,1.97,0.67704004,0.14093,22333515776,0,2565688,21678413824,5091612160,2.848369,20.001,38296588288,224085821,2565688,13,DIIID,4,0,37.71599998,35.23500061,64.86200104,70.27499962,72.54000092,77.90600128,87.97999878,81.23749924
324,RE,Financial Services,Hamilton,Insurance—Reinsurance,0.11951999,1.1118746,241.574,2.96,281.325,0.13504,30.03,1.0247899,0.015579999,10766428160,0.11951999,170826,1910761984,1736288000,0.656659,43.546,10277844992,39241222,170826,6,DIIII,3,0,212.9839996,197.8199997,221.2340027,209.767498,232.017498,241.0339996,252.8339966,257.7574921
325,REG,Real Estate,Jacksonville,REIT—Retail,0.20799999,1.9697571,35.248,6.44,6.438,0.32618,1.5,1.04591,0.00886,11793518592,0.20799999,514837,3873104896,284032992,1.142467,1.678,15225876480,167560743,514837,18,DIIII,5,1,53.03199921,39.23250008,49.05,39.94499969,44.93999958,53.10800018,66.3519989,68.18000031
326,REGN,Healthcare,Tarrytown,Biotechnology,0.50875,4.7602234,115.545,1.86,115.78,0.52456003,40.07,0.88992,0.027520001,58601332736,0.50875,532467,2697600000,3910799872,0.156659,37.615,61864124416,99261273,532467,24,IIDDI,3,0,455.597998,507.7675095,600.7540039,556.9725037,479.8774948,474.0739929,528.276001,658.6499939
327,RF,Financial Services,Birmingham,Banks—Regional,0.37238,1.305353,16.869,2.83,7.215,0.47349,1.97,0.77542996,0.00469,21167495168,0.37238,5765510,4124000000,3880999936,1.540393,4.066,20801878016,951866597,5765510,21,DIIID,8,1,9.981999969,9.847500086,12.65199986,11.39750004,16.39250016,20.19599991,21.04399986,19.58249998
328,RHI,Industrials,Menlo Park,Staffing & Employment Services,0.07856,10.104659,10.797,4.23,48.959,0.0876,4.54,0.939,0.02868,12304406528,0.07856,706211,287585984,497929984,1.565288,4.489,10768988160,107675772,706211,9,DIIII,6,1,45.76799927,40.75,55.11800003,51.74749947,62.45750141,77.52600098,90.35999908,102.6124992
329,RJF,Financial Services,St. Petersburg,Capital Markets,0.123859994,1.7408271,55.353,2.97,61.737,0.16747,9.3,0.73487,0.108330004,13241598976,0.123859994,683610,3884000000,16805000192,1.239934,122.291,4850935808,122666272,683610,8,DIIII,6,1,45.23466721,44.02666664,50.79066696,48.90499973,64.0150013,78.4480011,86.48800049,91.55166626
330,RL,Consumer Cyclical,New York,Apparel Manufacturing,0.03238,3.1217332,36.925,4.41,71.796,0.11428001,8,0.98164004,0.010930001,8473428480,0.03238,1019931,3532600064,2964400128,1.489947,40.327,9348891648,47820774,1019931,18,DIIID,7,1,84.90399933,74.74000168,81.04600067,75.06000137,104.6275005,113.0019989,120.5880005,112.5
331,RMD,Healthcare,San Diego,Medical Instruments & Supplies,0.14792,13.63734,18.618,1.59,21.293,0.29181,5.5,0.69791,0.00799,36947017728,0.14792,547848,868801024,254646000,0.304134,1.75,40353619968,143105146,547848,6,IIIDI,4,0,147.8199982,156.7400017,161.9420013,172.5399971,213.1399994,198.9820007,232.8000031,296.1349945
332,ROK,Industrials,Milwaukee,Specialty Industrial Machinery,0.22816,19.248163,15.655,6.75,58.298,0.173,9.84,0.8312,0.00144,34977480704,0.22816,364503,2359699968,914400000,1.377183,7.881,36313223168,115751901,364503,18,IIIDI,3,0,159.5139954,163.232502,215.6,221.7775002,250.7275009,246.8380005,280.7960022,316.5824966
333,ROP,Industrials,Sarasota,Specialty Industrial Machinery,0.17795,4.414456,102.298,4.02,57.052,0.2594,16.1,0.95565003,0.00564,47524880384,0.17795,306414,8701899776,337800000,1.038209,3.204,56388878336,104884074,306414,11,IIIDI,3,0,310.4719971,313.5649948,397.4719971,397.3125,423.3049927,387.8599976,459.0019958,478.0174942
334,ROST,Consumer Cyclical,Dublin,Apparel Retail,0.07734,10.545508,10.229,1.74,49.117,0.12272,5.28,0.88137,0.01922,38522642432,0.07734,1545453,5626663936,5569071104,1.021288,15.671,40181964800,348518059,1545453,22,DIIID,5,1,91.70399933,87.44499969,98.2480011,91.99749947,119.8349991,120.0119995,119.0480026,113.9624977
335,RRC,Energy,Fort Worth,Oil & Gas E&P,-0.42453,3.3442996,6.991,5.87,8.338,-0.063200004,1.15,0.92526,0.02587,5835437568,-0.42453,4196976,3138619904,449000,2.663586,0.002,7126797312,235002906,4196976,24,IIIII,9,1,2.365999985,3.360000014,7.042000008,6.887500048,7.242499948,10.6460001,15.27200012,17.1500001
336,RSG,Industrials,Phoenix,Waste Management,0.10634,4.6426725,27.062,2.17,33.048,0.18972999,4.22,0.944,0.00164,40083304448,0.10634,656945,9280900096,34000000,0.723253,0.107,48248512512,208926935,656945,13,DIIDI,2,0,85.06199951,77.28249931,85.53400116,94.79250145,94.84000015,90.35399933,109.5300003,124.0474987
339,SCHW,Financial Services,Westlake,Capital Markets,0.28879,3.2361186,23.899,3.18,9.184,0.41654998,3.45,0.74079,0.07192,1.4589E+11,0.28879,3485149,32655998976,71346003968,1.049672,37.789,1.13582E+11,1504568133,3485149,12,IIIID,9,1,31.64599953,36.01250076,38.56800003,34.89750004,53.99499989,61.80800018,72.87200012,71.85250092
340,SEE,Consumer Cyclical,Charlotte,Packaging & Containers,0.09556,51.3465,1.114,3.18,33.585,0.15844,3.71,0.93130994,0.00625,8764412928,0.09556,892479,3807600128,273100000,1.271288,1.822,11909012480,148864560,892479,13,IIIDI,4,0,25.39199982,28.08499956,32.36199989,38.95250034,45.96500015,43.14199982,58.3659996,58.88500023
341,SHW,Basic Materials,Cleveland,Specialty Chemicals,0.1105,25.035828,11.583,3.19,73.507,0.15892,10.51,0.78432,0.08766,77122838528,0.1105,1171366,10875499520,219600000,1.075327,0.836,89340846080,239941656,1171366,21,DIIDI,2,0,163.6133362,158.5358353,188.7780029,231.2608376,241.7158356,238.741333,271.9660034,299.3675003
342,SIG,Consumer Cyclical,Hamilton,Luxury Goods,0.08998,3.4119477,25.059,4.87,133.277,0.10457,6.44,0.95386004,0.01912,4503036928,0.08998,555795,1521600000,1573799936,2.636462,29.663,4895088640,46153888,555795,5,DIIII,10,1,14.6840004,7.215000153,13.14400005,17.83249998,29.40000057,45.10400009,74.84599915,76.81500244
343,SJM,Consumer Defensive,Orrville,Packaged Foods,0.10055,1.621863,74.994,9.75,71.065,0.16166,9.17,0.90616,0.0446,13177880576,0.10055,448935,4783900160,168800000,0.32096,1.558,17852176384,103488889,448935,14,IDIDD,2,0,105.3679977,113.9874992,107.8639999,114.0775013,116.6849976,114.6520004,134.902002,120.8349991
344,SLB,Energy,Houston,Oil & Gas Equipment & Services,-0.13304,3.5295427,8.97,2.54,15.343,0.07619,1.59,0.77879,0.00111,44271128576,-0.13304,11854094,16583000064,2910000128,2.416213,2.081,57688023040,1394892565,11854094,24,IIIID,6,1,16.11199989,16.47249985,20.92599983,18.14249992,22.82999992,26.5840004,33.92799988,26.97250032
345,SLG,Real Estate,New York,REIT—Office,0.32122,1.0952361,67.611,9.36,14.03,0.18745,-0.48,0.91890997,0.00352,5214186496,0.32122,548589,5315853824,218612000,1.618449,3.255,10412585984,66898183,548589,18,DIIID,6,1,66.21421204,49.49021626,56.62409897,47.42018604,59.8686924,62.60599976,81.41800232,69.50500107
346,SNA,Industrials,Kenosha,Tools & Accessories,0.17628999,3.0052845,71.717,14.55,82.711,0.24882,14.05,0.90828,0.017029999,11655862272,0.17628999,327074,1512800000,965600000,1.277292,17.891,12467098624,53136126,327074,8,DIIID,4,0,126.2720032,113.6075001,144.2779999,148.4125023,169.5999985,191.626004,228.802002,221.0224991
347,SNPS,Technology,Mountain View,Software—Infrastructure,0.18481001,8.74464,33.353,2.07,26.727,0.18527001,7.37,0.90063006,0.00634,44500029440,0.18481001,635044,674084992,1530168064,1.079148,10.034,45298417664,151505386,635044,17,IIIII,6,1,125.7420029,136.7125015,184.9960022,201.9600029,255.6324997,273.628009,264.0400024,334.7374954
348,SO,Utilities,Atlanta,Utilities—Regulated Electric,0.14406,2.3252184,26.905,2.95,20.618,0.25823,3.55,0.6067,0.00184,66227896320,0.14406,2624020,53908000768,1582000000,0.448144,1.494,1.23489E+11,1056051690,2624020,17,IIIDI,3,0,54.79599991,57.25750065,58.21800003,52.25499916,60.4375,59.40400009,63.65799942,66.72249985
349,SPG,Real Estate,Indianapolis,REIT—Retail,0.31688,14.358082,9.199,6.46,14.637,0.44245997,4.92,0.90202004,0.00486,43393433600,0.31688,1715208,26742915072,1290798976,1.552947,3.928,69576548352,325771393,1715208,17,DIIID,8,1,90.39799957,61.50500011,82.57600098,67.31250191,84.08249855,109.3860001,131.6379974,131.3150005
350,SPGI,Financial Services,New York,Financial Data & Stock Exchanges,0.3141,100.30813,4.284,14.31,32.564,0.53376,13.93,0.95352,0.00212,1.0352E+11,0.3141,590986,4909000192,5213000192,0.948689,21.631,1.11375E+11,240587890,590986,12,IIDII,3,0,238.2500061,264.2374992,322.9419983,346.4275055,329.8225021,337.6499939,395.5599976,449.7399979
351,SRCL,Industrials,Bannockburn,Waste Management,-0.00434,2.5488062,26.636,3.69,27.939,0.10905,2.87,1.00607,0.00131,6229634048,-0.00434,158707,2136600064,50000000,1.377717,0.545,8655676416,91598261,158707,7,DIIDD,3,0,51.28600006,46.82250118,60.04199982,61.54249859,69.47749901,67.62999878,73.29599915,70.52000046
352,SRE,Utilities,San Diego,Utilities—Diversified,0.3475,1.674865,74.406,2.05,39.576,0.23302001,8.51,0.84999,0.00051,38116896768,0.3475,1196413,24785999872,725000000,0.657236,2.395,67279151104,302485193,1196413,16,IIIDD,2,0,110.6720001,120.8225002,128.237999,118.9899998,124.607502,124.1580002,142.2580017,133.1275024
353,STT,Financial Services,Boston,Asset Management,0.20275,1.3782889,66.169,1.68,33.403,0.28243,8.02,0.87135005,0.00437,31716440064,0.20275,1856990,26623000576,1.30532E+11,1.560043,380.002,-72206237696,325417675,1856990,15,IIIII,3,0,53.12399979,57.79750061,66.38000031,65.12000275,73.83499908,74.15800018,84.86199951,88.0474987
354,STX,Technology,Dublin,Computer Hardware,0.12302,37.917458,2.108,4.66,44.136,0.14044,6.73,0.83771,0.00367,18293817344,0.12302,1926571,5207000064,1211000064,1.113537,5.321,23588071424,209185421,1926571,21,IIIID,6,1,45.53600082,49.99749947,53.53200073,46.09749985,60.56750011,72.30000153,93.37600098,85.91249847
355,STZ,Consumer Defensive,Victor,Beverages—Wineries & Distilleries,0.14609,3.1238978,70.316,1.98,44.788,0.34817,11.74,0.82627,0.04526,42335731712,0.14609,1667099,10444199936,503800000,1.206024,2.631,50704015360,162834408,1667099,22,IIIID,3,0,141.9100006,153.9650002,177.7159973,188.8074951,219.1000023,226.4680023,234.8100006,214.0424995
356,SWK,Industrials,New Britain,Tools & Accessories,0.10797,2.8913934,61.313,2.61,106.582,0.16379,12.13,0.87583,0.00253,28629835776,0.10797,523187,4798600192,440400000,1.413755,2.702,35373887488,162567702,523187,13,IIIDD,2,0,110.647998,111.960001,137.0959961,157.3625031,173.5700035,172.5380005,200.1420013,186.6274986
357,SWKS,Technology,Irvine,Semiconductors,0.2984,5.6359053,28.542,2.39,28.718,0.32667,10.85,0.76832,0.0032,26556858368,0.2984,917295,1661299968,2974200064,1.082423,18.015,27871827968,164469318,917295,29,IIIII,6,1,83.41600037,90.67000008,130.287999,134.9574966,154.5975037,190.047998,172.0100006,178.4799995
358,SYF,Financial Services,Stamford,Credit Services,0.40173998,2.2846818,21.863,1.9,14.192,0.57307,5.41,1.00169,0.00388,29050869760,0.40173998,3232538,13457000448,11116999680,1.804039,19.514,31689986048,565506131,3232538,19,DIIID,8,1,22.88199997,16.51250029,24.60400047,25.5800004,35.125,37.78400116,49.01599884,46.56500053
360,SYY,Consumer Defensive,Houston,Food Distribution,-0.00557,30.542322,2.729,3.79,86.39,0.01668,3.32,0.81935996,0.00148,42640359424,-0.00557,4229266,13404972032,4911593984,1.42383,9.601,46175162368,510661052,4229266,10,DIIID,4,0,49.17999954,46.97999954,58.02399979,61.24499893,73.83499908,76.31600037,78.39400177,77.02000046
361,T,Communication Services,Dallas,Telecom Services,-0.01106,1.1776868,22.731,3.63,24.595,0.17442,3.2,0.53705,0.00092,1.91138E+11,-0.01106,38999894,2.08019E+11,11920000000,0.749327,1.669,4.04787E+11,7130361000,38999894,25,DIIDD,2,0,33.59599991,30.03499985,31.73199959,29.19750023,29.32250023,29.21799965,29.09799995,27.40500021
362,TAP,Consumer Defensive,Golden,Beverages—Brewers,-0.05607,0.80633765,58.003,11.26,45.566,0.16529,4.23,0.93171996,0.113129996,10151943168,-0.05607,1415435,8535699968,1308899968,1.126091,6.033,17744791552,193245508,1415435,19,IDIDD,5,1,41.52799988,44.86250019,39.84399948,36.49249935,46.77250004,44.78800049,58.35799942,45.92999935
364,TEL,Technology,Schaffhausen,Electronic Components,0.11813,4.978129,29.262,3.58,43.467,0.17207001,6.76,0.94015,0.00193,48103874560,0.11813,1079655,4255000064,1424000000,1.353165,4.342,50506551296,325153185,1079655,14,DIIII,5,1,70.0879982,67.72249985,84.26600037,97.02000237,122.5275002,130.3419983,136.1040009,146.7275009
365,TGT,Consumer Defensive,Minneapolis,Discount Stores,0.06287,7.5910325,30.154,2.61,201.381,0.084680006,12.15,0.81846,0.00181,1.13242E+11,0.06287,2004918,15473999872,7368000000,0.980895,15.097,1.27256E+11,486623740,2004918,27,IIIII,4,0,100.2680008,101.1499996,119.6000015,146.3099976,180.8624992,190.6820038,232.2120026,244.7024994
366,TJX,Consumer Cyclical,Framingham,Apparel Retail,0.039979998,12.721556,5.089,2.1,31.464,0.057010002,3.15,0.91675,0.00081,78108155904,0.039979998,5352126,14838667264,8775485440,0.98531,7.274,89286664192,1203917368,5352126,23,DIIII,4,0,51.11200027,47.67750072,54.71800003,54.57999992,67.86750031,67.97400208,65.23799896,69.49749947
367,TMO,Healthcare,Waltham,Diagnostics & Research,0.22473,6.5461884,89.2,2.55,96.835,0.28374,19.74,0.89587,0.00196,2.29497E+11,0.22473,851406,18791000064,7023000064,0.75,17.851,2.51667E+11,392580917,851406,21,IIIII,3,0,292.1740051,306.2774963,345.3059998,418.6200027,475.1324997,485.89599,471.9599976,570.6225128
368,TPR,Consumer Cyclical,New York,Luxury Goods,0.14517,3.4547808,10.814,0.86,20.678,0.19061,3.18,0.9253,0.00243,10418134016,0.14517,2190138,3440399872,2015800064,1.528384,7.21,12590832640,278627420,2190138,22,DIIID,10,1,15.88999977,14.54500008,15.72199955,15.38249993,32.65749979,39.22200089,43.32399979,40.28000069
369,TRIP,Consumer Cyclical,Needham,Travel Services,-0.384,5.4790144,6.576,6.52,4.614,-0.42720002,1.27,0.82421,0.20011,4932362752,-0.384,1070172,962000000,775000000,1.343886,5.64,5218817024,90014842,1070172,16,DIIID,8,1,17.34399986,17.3300004,22.36800003,21.49000025,29.57499981,39.68199921,41.32600021,34.5975008
370,TROW,Financial Services,Baltimore,Asset Management,0.42227,5.5364738,35.286,9.71,31.197,0.47088,12.85,0.74017996,0.0096,44318588928,0.42227,991474,138500000,3514899968,1.189956,15.488,45437607936,224406540,991474,10,IIIII,4,0,102.9840012,103.8175011,125.462001,127.1450005,149.9249992,162.2400024,194.1299988,216.4875031
371,TRV,Financial Services,New York,Insurance—Property & Casualty,0.11297,1.3997082,112.402,5.17,133.407,0.14668,12.28,0.90769994,0.00275,39562989568,0.11297,989856,7289999872,6392000000,0.771834,25.62,40213090304,248629655,989856,14,DIIII,4,0,105.3799988,103.6100006,119.6560013,113.1424999,137.4124985,147.4679993,152.8019958,157.715004
372,TSCO,Consumer Cyclical,Brentwood,Specialty Retail,0.0739,12.151014,16.025,6.75,102.377,0.1166,7.75,0.90265,0.00656,22442647552,0.0739,676140,3816249088,1412001024,1.027838,12.349,25851613184,113747218,676140,25,IIIII,4,0,78.06600037,88.34499931,120.7259995,138.4474983,141.7125015,168.0720001,179.9839966,200.9774971
373,TSN,Consumer Defensive,Springdale,Farm Products,0.05134,1.799052,43.673,1.91,125.89,0.086169995,6.47,0.84016,0.02592,28661000192,0.05134,858400,10352000000,1612999936,0.831331,4.421,36678045696,286855450,858400,12,IIIII,2,0,54.13399887,58.29249954,64.40599899,62.49500084,64.18750095,67.27999878,75.79199982,75.96000099
374,TXN,Technology,Dallas,Semiconductors,0.4012,17.731361,11.011,4.37,18.2,0.45215,7.84,0.85417,0.00244,1.80309E+11,0.4012,2574223,6250999808,7390000128,1.005458,8.005,1.84103E+11,921640514,2574223,31,IIIII,4,0,103.1380005,108.2700005,128.9919983,137.3199959,163.4950027,177.447998,188.5839966,189.3450012
375,TXT,Industrials,Providence,Aerospace & Defense,0.05653,2.7129564,26.543,4.43,54.788,0.072399996,3.76,0.87227,0.00471,16253304832,0.05653,835877,4222000128,1995000064,1.796943,8.901,18158727168,222994859,835877,12,DIIII,5,1,29.08199997,27.82250023,36.03999977,38.51500034,47.33500004,50.50599976,67.52799988,71.09249878
376,UA,Consumer Cyclical,Baltimore,Apparel Manufacturing,0.06617,4.5830107,3.873,2.19,11.936,0.08931,0.46,0.73573995,0.15609,8686458880,0.06617,2185515,1707175040,1349793024,1.298034,2.882,9104819200,395329838,2185515,2,DIIII,9,1,9.36799984,8.595000267,9.310000229,9.619999647,15.22500014,18.66000023,17.98600006,19.74250031
377,UAA,Consumer Cyclical,Baltimore,Apparel Manufacturing,0.06617,5.277563,3.873,2.45,11.936,0.08931,0.51,0.85644996,0.00362,8734728192,0.06617,4241158,1707175040,1349793024,1.298034,2.882,10425363456,395329838,4241158,24,DIIII,9,1,10.56599998,9.672500134,10.42200012,10.89999986,17.58500004,22.40999985,20.76400032,22.71500015
378,UAL,Industrials,Chicago,Airlines,-0.37888,3.0555036,16.089,1.57,47.511,-0.62304,2.37,0.6074,0.00225,15907093504,-0.37888,7349319,41763999744,21067999232,1.579148,65.102,36485070848,322735870,7349319,18,DIIID,7,1,43.21800079,26.87750006,41.20599976,36.4574995,42.95500088,46.89599991,55.47800064,45.75500011
379,UDR,Real Estate,Highlands Ranch,REIT—Residential,0.0129,5.324232,9.962,9.63,4.221,0.117410004,0.15,1.08696,0.00838,15744129024,0.0129,1148343,5646278144,3379000,0.735807,0.011,22708992000,294397884,1148343,19,DIIII,3,0,42.85,37.71749973,40.33199997,34.23250008,37.55749989,42.28399963,49.68799973,53.66499996
380,UHS,Healthcare,King of Prussia,Medical Care Facilities,0.08879,1.697622,76.831,3.52,144.328,0.12279,12.25,0.97957003,0.14746,11103204352,0.08879,454694,3913009920,199016992,1.203602,2.394,15844713472,73463719,454694,14,DIIDD,4,0,103.2579987,101.5974998,102.6720001,111.6549988,137.6475029,129.2220016,155.8779999,150.4149971
381,ULTA,Consumer Cyclical,Bolingbrook,Specialty Retail,0.095010005,10.646014,35.541,2.43,137.252,0.14555,12.09,0.92467004,0.02779,20957421568,0.095010005,699644,1852980992,770144000,1.709606,14.168,21687072768,53607975,699644,24,DIIII,5,1,205.4819977,194.8199997,238.0340027,232.4124985,285.2949982,324.197998,333.6139954,378.1324921
382,UNH,Healthcare,Minnetonka,Healthcare Plans,0.05333,5.8066897,70.343,2.96,287.327,0.07676,21.37,0.89102995,0.00579,3.85465E+11,0.05333,2012300,48215998464,22560999424,0.770196,23.927,4.23649E+11,937703033,2012300,26,DIIDI,3,0,261.0540009,257.0849953,298.6640015,306.3375015,351.0624924,326.4219971,398.3860046,413.7724991
383,UNM,Financial Services,Chattanooga,Insurance—Life,0.052670002,0.54707724,51.766,2.15,65.344,0.085319996,5.4,0.85918,0.0068,5784104960,0.052670002,6848809,3441400064,1719699968,1.713824,8.414,7164702720,203304222,6848809,10,DIIID,5,1,15.48799992,14.80999994,18.19599991,18.56250048,22.76000023,25.71199989,29.92600021,26.11999989
384,UNP,Industrials,Omaha,Railroads,0.28601998,8.858698,24.437,2.54,30.77,0.41532,10.88,0.79733,0.0022,1.43808E+11,0.28601998,3352167,30364999680,1160999936,1.125,1.78,1.62107E+11,650766517,3352167,27,IIIID,2,0,137.8760025,147.9899979,172.9439972,192.6350021,206.6324997,209.6339996,221.5839996,211.5149994
385,UPS,Industrials,Atlanta,Integrated Freight & Logistics,0.06573,22.335972,8.215,3.24,106.1,0.08048,11.55,0.70351,8.00E-05,1.60814E+11,0.06573,2781719,26196000768,9953999872,1.054039,11.428,1.80032E+11,727956144,2781719,28,IIIDD,2,0,89.65399933,96.51750183,105.3720001,158.2524986,163.6899986,161.4019989,201.0199982,193.0999985
386,URI,Industrials,Stamford,Rental & Leasing Services,0.113620006,5.2250576,65.561,3.25,121.843,0.22509001,23.89,0.93386,0.00439,24793839616,0.113620006,426576,10981999616,336000000,2.026746,4.642,36453810176,72137497,426576,15,IIIII,8,1,92.92200165,107.6149998,151.5340027,173.7125015,238.4199982,285.8359985,303.8699951,342.2074966
387,USB,Financial Services,Minneapolis,Banks—Regional,0.32512,2.041331,30.534,2.55,15.089,0.41752,4.37,0.76282,0.00084,93308010496,0.32512,4554686,51043999744,47450001408,1.164301,32.004,98843009024,1479360944,4554686,21,IIIID,5,1,35.22599945,35.63000011,39.71599884,36.42749977,46.99749947,49.59400024,57.99399948,55.61000061
388,V,Financial Services,San Francisco,Credit Services,0.47971,14.316712,16.084,3.72,10.623,0.64768,7.05,0.96686,0.00126,5.06679E+11,0.47971,3735169,20995999744,19239999488,0.97762,9.048,4.80805E+11,1685687816,3735169,40,IIIDD,2,0,168.6940002,171.6650009,196.0600006,201.5999947,215.904995,207.5619995,232.7540009,226.9400024
389,VFC,Consumer Cyclical,Denver,Apparel Manufacturing,0.09826,8.720185,7.798,4,26.535,0.10553,3.68,0.8625,0.07323,26680207360,0.09826,2841654,6928146944,1873731968,1.462882,4.772,31738136576,363669749,2841654,21,DIIDD,4,0,59.6980011,57.05249977,63.42999954,68.69999886,85.8350029,80.23999786,81.51600037,71.54249954
390,VLO,Energy,San Antonio,Oil & Gas Refining & Marketing,-0.01801,1.8048635,43.549,3.5,186.192,-0.01545,5.51,0.79671997,0.00398,32128534528,-0.01801,3476795,14680000512,3572000000,2.134279,8.737,39809728512,407028695,3476795,16,DIIID,6,1,50.07200012,48.95249844,68.08200073,47.125,57.05499935,69.73800049,81.11600037,64.04249954
391,VMC,Basic Materials,Birmingham,Building Materials,0.13639,3.7929692,46.254,2.55,37.039,0.18677999,6.06,0.89685994,0.00185,23274747904,0.13639,658439,3273289984,857555008,0.573689,6.463,25775071232,132447409,658439,18,DIIII,4,0,110.5,109.289999,115.8679977,123.3350029,150.7924995,162.2640015,170.8920013,176.6850014
392,VNO,Real Estate,New York,REIT—Office,-0.027449999,1.6269915,26.927,9.99,8.417,0.19103001,0.49,0.79246,0.08525,8388081664,-0.027449999,747293,8611422208,2177189120,1.367903,11.366,17099986944,177818187,747293,11,DIIID,2,0,43.64599991,38.7149992,42.47199936,34.39000034,36.60249996,37.72600021,49.28799973,41.49499989
393,VRSK,Industrials,Jersey City,Consulting Services,0.23692,12.229296,16.965,1.88,17.787,0.36181,5.88,0.91732,0.01053,33629022208,0.23692,602543,3404100096,280800000,0.784934,1.74,36696055808,159809572,602543,14,IIIDI,3,0,144.7160004,147.9674988,167.1200012,181.0475006,203.125,189.1340027,172.3860016,204.9650002
395,VRTX,Healthcare,Boston,Biotechnology,0.29799,5.157367,34.696,3.61,25.764,0.33931,12.43,0.91998,0.0013,46321483776,0.29799,1157949,893849024,6707993088,0.62882,25.857,41819504640,258849869,1157949,22,IIDDD,3,0,215.1079987,249.8100014,268.5300049,258.8149948,230.2499962,211.3860046,190.5280029,190.0574989
396,VTR,Real Estate,Chicago,REIT—Healthcare Facilities,0.04129,2.053192,26.583,5.93,9.859,0.14384,0.06,0.94477,0.00373,20475195392,0.04129,739202,11967029248,233836992,1.29203,0.615,33149650944,378856640,739202,19,DIIID,4,0,33.27999992,29.29249954,41.31799927,43.87500095,47.93249989,51.82799988,58.21399994,56.12750053
397,VZ,Communication Services,New York,Telecom Services,0.15045,3.0942698,17.206,3.29,32.085,0.24507,5.17,0.66517997,0.00019,2.20417E+11,0.15045,21384637,1.80011E+11,4840999936,0.455621,1.169,4.05215E+11,3978444477,21384637,24,IIDDD,2,0,53.54200058,57.22999954,57.39599991,59.82999992,58.86750031,56.20400085,56.99400024,54.59999943
398,WAT,Healthcare,Milford,Diagnostics & Research,0.24732,91.96572,3.734,5.7,43.046,0.30824,10.99,0.91420996,0.00623,21187950592,0.24732,447196,1714811008,663622016,0.800218,10.815,25202595840,61003196,447196,13,IIIII,4,0,181.2540009,192.7449989,193.4540009,204.642498,253.8674965,281.4839966,340.8379944,422.4700012
399,WBA,Healthcare,Deerfield,Pharmaceutical Retailers,-0.00433,1.9398953,24.424,2.61,164.216,0.01808,5.18,0.58453,0.17255,40954986496,-0.00433,5637608,41742000128,1030000000,0.455434,1.192,87010787328,715779086,5637608,18,DIIID,4,0,45.50400009,43.12750053,43.74599991,35.20499897,41.36750031,49.06800003,54.02000122,50.52750015
400,WDC,Technology,San Jose,Computer Hardware,0.021300001,1.7405345,32.513,0.97,53.715,0.044320002,8.92,0.81428003,0.00535,17342175232,0.021300001,1594288,9265999872,2734000128,1.600543,8.921,27750797312,305224010,1594288,26,IIIID,8,1,41.85800018,44.14000034,45.70199966,36.65499973,53.52250004,67.88200073,73.68999786,58.79750156
401,WEC,Utilities,Milwaukee,Utilities—Regulated Electric,0.16246,2.6018047,34.134,3,25.212,0.22823,4.29,0.73807997,0.0016,28013783040,0.16246,674048,14617199616,35000000,0.175764,0.111,43170807808,314791045,674048,12,DIDDI,2,0,96.64799957,92.36499977,92.81399994,96.32249832,90.93249893,82.39200134,92.6,95.33999825
402,WFC,Financial Services,San Francisco,Banks—Diversified,0.22117001,1.1908011,40.309,1.97,18.501,0.26841,3.57,0.72698,0.00096,1.98774E+11,0.22117001,14295435,2.44547E+11,4.76165E+11,1.358624,115.957,-18285012992,4099922384,14295435,25,DDIID,5,1,30.40000076,30.22000027,30.08400002,24.00750017,30.7750001,36.68600006,44.93000031,44.20500088
403,WHR,Consumer Cyclical,Benton Harbor,"Furnishings, Fixtures & Appliances",0.08778,2.9660082,67.016,12.1,346.121,0.12241,23.16,0.94582003,0.00449,12447931392,0.08778,708089,6134000128,2968000000,1.835152,47.334,16477766656,62411924,708089,5,DIIID,3,0,107.7740005,97.95750046,131.4220001,170.6000061,178.6849976,193.826001,218.8759979,216.6400032
404,WLTW,Financial Services,London,Insurance Brokers,0.15027,2.7178938,89.367,5.53,72.892,0.18921,13.63,1.00035,0.00557,31327223808,0.15027,957137,6106999808,1960000000,0.81576,15.197,33878999040,128391198,957137,11,IIDID,2,0,178.5539978,185.0300026,195.3320007,206.4275017,205.0199966,226.173999,247.7079987,231.4000015
